WBRatio,OPC,PPC,DAYS,CO2,STRENGTH,source,cluster
0.43,0,400,56,0.0,48.57,synthetic,1
0.55,0,400,28,0.11,40.36,synthetic,1
0.35,0,500,56,0.07,44.05,synthetic,1
0.35,500,0,56,0.05,25.04,synthetic,0
0.54,0,350,28,0.05,51.33,synthetic,1
0.53,400,0,7,0.09,13.56,synthetic,0
0.36,0,400,56,0.03,41.23,synthetic,1
0.55,0,400,28,0.01,52.14,synthetic,1
0.44,0,350,56,0.11,39.11,synthetic,1
0.5,0,400,7,0.03,45.75,synthetic,1
0.38,0,500,7,0.14,39.68,synthetic,1
0.44,400,0,56,0.15,13.56,synthetic,0
0.37,350,0,28,0.02,46.03,synthetic,0
0.44,0,500,28,0.09,39.19,synthetic,1
0.35,350,0,7,0.03,44.59,synthetic,0
0.46,400,0,7,0.07,42.3,synthetic,0
0.35,500,0,28,0.06,34.56,synthetic,0
0.35,0,500,28,0.0,25.96,synthetic,1
0.46,350,0,28,0.13,38.77,synthetic,0
0.43,500,0,56,0.04,43.92,synthetic,0
0.51,0,350,28,0.09,24.61,synthetic,1
0.52,500,0,7,0.16,49.86,synthetic,0
0.37,0,400,28,0.03,42.59,synthetic,1
0.38,500,0,7,0.16,23.18,synthetic,0
0.35,0,350,7,0.08,23.22,synthetic,1
0.45,0,500,56,0.12,52.54,synthetic,1
0.47,0,350,7,0.08,27.55,synthetic,1
0.55,350,0,28,0.06,37.01,synthetic,0
0.36,0,400,28,0.0,63.12,synthetic,1
0.35,500,0,7,0.05,56.29,synthetic,0
0.44,0,500,56,0.05,30.78,synthetic,1
0.35,0,400,7,0.06,48.43,synthetic,1
0.35,0,350,28,0.2,46.12,synthetic,1
0.43,0,400,56,0.06,36.62,synthetic,1
0.51,500,0,7,0.05,36.65,synthetic,0
0.54,0,400,56,0.17,24.97,synthetic,1
0.35,400,0,7,0.17,56.31,synthetic,0
0.35,500,0,28,0.02,47.0,synthetic,0
0.54,0,350,7,0.11,43.55,synthetic,1
0.43,350,0,28,0.04,47.04,synthetic,0
0.35,350,0,56,0.04,13.56,synthetic,0
0.43,0,500,56,0.04,48.86,synthetic,1
0.54,350,0,7,0.07,25.4,synthetic,0
0.35,0,500,56,0.14,36.21,synthetic,1
0.51,350,0,28,0.18,51.43,synthetic,0
0.52,500,0,7,0.12,32.19,synthetic,0
0.51,0,400,56,0.09,31.48,synthetic,1
0.35,400,0,7,0.09,35.41,synthetic,0
0.53,0,400,56,0.19,33.0,synthetic,1
0.35,0,350,56,0.09,35.34,synthetic,1
0.53,0,400,56,0.14,50.5,synthetic,1
0.35,0,500,56,0.09,49.13,synthetic,1
0.5,350,0,56,0.03,53.52,synthetic,0
0.35,0,500,56,0.1,37.51,synthetic,1
0.35,400,0,28,0.07,19.0,synthetic,0
0.55,0,350,56,0.02,63.12,synthetic,1
0.45,0,400,28,0.18,37.52,synthetic,1
0.43,0,350,28,0.06,49.44,synthetic,1
0.36,350,0,28,0.05,40.98,synthetic,0
0.43,350,0,56,0.14,42.78,synthetic,0
0.52,0,500,56,0.03,49.55,synthetic,1
0.37,0,350,56,0.03,40.69,synthetic,1
0.46,0,400,28,0.05,42.58,synthetic,1
0.44,0,350,56,0.14,14.58,synthetic,1
0.54,0,500,56,0.09,32.96,synthetic,1
0.51,0,400,28,0.05,43.28,synthetic,1
0.44,500,0,28,0.09,32.61,synthetic,0
0.52,0,400,28,0.03,63.12,synthetic,1
0.35,0,500,28,0.1,47.09,synthetic,1
0.53,0,500,56,0.15,33.89,synthetic,1
0.35,0,350,56,0.0,43.61,synthetic,1
0.35,500,0,7,0.11,42.36,synthetic,0
0.35,350,0,56,0.15,33.7,synthetic,0
0.35,0,400,7,0.05,39.11,synthetic,1
0.45,0,400,56,0.13,43.31,synthetic,1
0.35,0,500,56,0.13,54.86,synthetic,1
0.51,0,350,7,0.11,53.61,synthetic,1
0.44,0,400,28,0.12,45.94,synthetic,1
0.54,0,400,7,0.0,42.37,synthetic,1
0.55,0,400,7,0.09,26.02,synthetic,1
0.38,500,0,7,0.12,43.31,synthetic,0
0.45,0,350,28,0.03,45.57,synthetic,1
0.44,0,400,28,0.05,30.41,synthetic,1
0.36,400,0,56,0.04,59.25,synthetic,0
0.43,0,350,28,0.14,62.97,synthetic,1
0.53,0,500,56,0.18,34.68,synthetic,1
0.53,0,350,7,0.05,30.46,synthetic,1
0.35,350,0,56,0.15,43.53,synthetic,0
0.35,500,0,28,0.08,45.18,synthetic,0
0.51,0,400,56,0.13,35.82,synthetic,1
0.43,350,0,7,0.15,44.07,synthetic,0
0.55,500,0,7,0.08,42.79,synthetic,0
0.47,350,0,28,0.04,34.57,synthetic,0
0.53,0,500,56,0.0,59.16,synthetic,1
0.52,0,350,7,0.03,35.82,synthetic,1
0.52,0,400,7,0.17,37.02,synthetic,1
0.35,400,0,28,0.07,40.94,synthetic,0
0.54,350,0,7,0.04,13.56,synthetic,0
0.55,0,400,28,0.15,45.03,synthetic,1
0.35,0,350,7,0.14,52.99,synthetic,1
0.46,0,400,7,0.01,47.62,synthetic,1
0.5,350,0,7,0.11,63.12,synthetic,0
0.52,400,0,28,0.16,39.42,synthetic,0
0.35,0,350,56,0.08,42.55,synthetic,1
0.37,350,0,28,0.07,13.56,synthetic,0
0.55,500,0,56,0.13,37.61,synthetic,0
0.35,350,0,56,0.04,29.27,synthetic,0
0.44,0,400,28,0.1,13.56,synthetic,1
0.46,0,350,7,0.0,57.57,synthetic,1
0.53,500,0,28,0.07,52.92,synthetic,0
0.55,0,400,7,0.07,13.56,synthetic,1
0.55,500,0,7,0.1,51.9,synthetic,0
0.38,0,350,28,0.0,43.16,synthetic,1
0.46,500,0,28,0.08,62.38,synthetic,0
0.43,0,500,56,0.19,24.23,synthetic,1
0.42,350,0,7,0.03,50.74,synthetic,0
0.55,500,0,56,0.19,43.85,synthetic,0
0.37,0,500,28,0.13,19.74,synthetic,1
0.51,0,500,28,0.04,50.29,synthetic,1
0.55,350,0,56,0.2,40.34,synthetic,0
0.44,350,0,56,0.07,63.12,synthetic,0
0.51,0,500,7,0.1,45.68,synthetic,1
0.51,350,0,28,0.04,18.93,synthetic,0
0.44,400,0,56,0.05,27.72,synthetic,0
0.36,0,400,56,0.15,42.54,synthetic,1
0.44,0,350,28,0.15,33.77,synthetic,1
0.54,0,350,28,0.04,36.44,synthetic,1
0.35,400,0,56,0.03,59.75,synthetic,0
0.35,350,0,7,0.13,43.93,synthetic,0
0.35,0,500,7,0.15,43.89,synthetic,1
0.53,0,350,7,0.0,31.26,synthetic,1
0.35,400,0,56,0.07,63.12,synthetic,0
0.35,350,0,28,0.07,62.2,synthetic,0
0.54,350,0,56,0.12,52.57,synthetic,0
0.45,400,0,28,0.05,52.05,synthetic,0
0.44,0,400,28,0.0,39.5,synthetic,1
0.35,400,0,7,0.1,46.61,synthetic,0
0.53,0,400,7,0.04,32.36,synthetic,1
0.35,0,500,28,0.06,51.73,synthetic,1
0.35,0,500,56,0.14,39.68,synthetic,1
0.37,0,350,28,0.11,35.3,synthetic,1
0.55,0,400,7,0.07,63.12,synthetic,1
0.42,0,350,7,0.07,53.05,synthetic,1
0.55,350,0,7,0.2,48.07,synthetic,0
0.35,0,500,28,0.09,38.6,synthetic,1
0.43,0,350,7,0.04,20.2,synthetic,1
0.55,500,0,56,0.06,43.93,synthetic,0
0.35,0,350,56,0.0,35.53,synthetic,1
0.55,400,0,28,0.15,43.58,synthetic,0
0.52,400,0,28,0.04,44.32,synthetic,0
0.35,400,0,7,0.1,43.01,synthetic,0
0.38,350,0,56,0.02,47.92,synthetic,0
0.45,500,0,28,0.2,31.55,synthetic,0
0.35,0,400,7,0.0,32.32,synthetic,1
0.44,500,0,7,0.1,43.94,synthetic,0
0.5,350,0,28,0.04,40.69,synthetic,0
0.35,500,0,7,0.16,38.83,synthetic,0
0.45,0,350,28,0.03,25.19,synthetic,1
0.35,0,350,7,0.11,47.68,synthetic,1
0.37,0,400,28,0.05,32.38,synthetic,1
0.43,0,350,28,0.17,34.93,synthetic,1
0.53,0,350,28,0.04,13.56,synthetic,1
0.5,0,350,56,0.16,40.34,synthetic,1
0.44,500,0,56,0.2,49.71,synthetic,0
0.37,0,500,28,0.2,41.0,synthetic,1
0.35,0,350,28,0.11,35.4,synthetic,1
0.44,400,0,56,0.07,60.81,synthetic,0
0.37,400,0,28,0.12,41.25,synthetic,0
0.54,0,400,28,0.09,40.8,synthetic,1
0.44,0,350,28,0.14,57.82,synthetic,1
0.54,0,350,56,0.0,43.87,synthetic,1
0.52,0,400,28,0.14,49.48,synthetic,1
0.36,0,400,28,0.04,43.22,synthetic,1
0.35,0,400,7,0.14,31.38,synthetic,1
0.35,500,0,28,0.07,24.12,synthetic,0
0.52,0,350,28,0.14,48.14,synthetic,1
0.51,350,0,7,0.05,28.67,synthetic,0
0.54,400,0,7,0.08,15.58,synthetic,0
0.42,500,0,7,0.15,37.23,synthetic,0
0.35,500,0,56,0.07,43.98,synthetic,0
0.35,0,500,28,0.0,21.51,synthetic,1
0.54,0,400,56,0.1,40.65,synthetic,1
0.43,0,500,7,0.13,43.55,synthetic,1
0.55,0,400,7,0.16,45.81,synthetic,1
0.35,500,0,7,0.12,45.35,synthetic,0
0.53,0,350,7,0.02,41.16,synthetic,1
0.55,0,350,28,0.15,42.8,synthetic,1
0.35,400,0,28,0.06,51.78,synthetic,0
0.54,500,0,28,0.06,28.33,synthetic,0
0.54,400,0,56,0.09,37.7,synthetic,0
0.35,0,500,56,0.14,30.35,synthetic,1
0.36,0,500,28,0.16,28.32,synthetic,1
0.35,350,0,7,0.16,26.76,synthetic,0
0.51,0,350,7,0.09,39.05,synthetic,1
0.35,0,350,7,0.04,51.04,synthetic,1
0.37,500,0,7,0.2,36.57,synthetic,0
0.35,0,350,28,0.14,44.86,synthetic,1
0.45,400,0,28,0.15,47.35,synthetic,0
0.51,0,500,28,0.2,30.41,synthetic,1
0.53,0,350,7,0.14,42.17,synthetic,1
0.52,0,350,7,0.13,29.37,synthetic,1
0.35,350,0,7,0.06,38.85,synthetic,0
0.44,0,400,56,0.05,48.09,synthetic,1
0.52,400,0,7,0.08,39.87,synthetic,0
0.51,0,350,28,0.0,27.66,synthetic,1
0.46,0,350,7,0.15,32.91,synthetic,1
0.45,0,500,56,0.03,46.03,synthetic,1
0.35,0,400,7,0.0,35.99,synthetic,1
0.44,350,0,28,0.04,63.12,synthetic,0
0.42,0,350,7,0.07,36.56,synthetic,1
0.36,0,400,56,0.04,38.75,synthetic,1
0.53,350,0,28,0.15,45.13,synthetic,0
0.43,0,500,56,0.16,38.57,synthetic,1
0.35,350,0,7,0.05,44.45,synthetic,0
0.54,0,500,56,0.2,32.6,synthetic,1
0.35,0,350,28,0.15,47.88,synthetic,1
0.54,0,500,7,0.19,29.72,synthetic,1
0.38,0,350,56,0.04,47.97,synthetic,1
0.55,350,0,56,0.14,35.61,synthetic,0
0.53,0,350,7,0.04,37.78,synthetic,1
0.35,500,0,28,0.01,44.94,synthetic,0
0.35,0,500,7,0.09,49.02,synthetic,1
0.37,500,0,56,0.09,50.77,synthetic,0
0.35,0,500,28,0.2,63.12,synthetic,1
0.35,350,0,56,0.02,37.12,synthetic,0
0.35,500,0,7,0.04,44.46,synthetic,0
0.38,350,0,28,0.03,35.68,synthetic,0
0.35,0,400,56,0.0,39.16,synthetic,1
0.55,350,0,56,0.04,63.12,synthetic,0
0.35,350,0,28,0.0,38.9,synthetic,0
0.52,0,400,56,0.13,13.56,synthetic,1
0.51,350,0,7,0.03,63.12,synthetic,0
0.55,0,500,56,0.0,32.69,synthetic,1
0.44,0,350,56,0.11,37.8,synthetic,1
0.35,0,350,28,0.02,45.97,synthetic,1
0.44,0,400,56,0.03,34.63,synthetic,1
0.35,0,400,7,0.02,43.71,synthetic,1
0.35,0,350,56,0.0,48.67,synthetic,1
0.35,400,0,7,0.0,45.31,synthetic,0
0.35,0,400,28,0.08,48.3,synthetic,1
0.47,500,0,7,0.09,39.68,synthetic,0
0.46,350,0,7,0.16,43.23,synthetic,0
0.44,0,500,56,0.06,22.56,synthetic,1
0.51,350,0,7,0.08,21.68,synthetic,0
0.55,0,500,56,0.05,22.73,synthetic,1
0.52,400,0,28,0.18,46.28,synthetic,0
0.45,500,0,28,0.1,24.97,synthetic,0
0.46,0,500,7,0.2,50.66,synthetic,1
0.35,500,0,7,0.16,48.26,synthetic,0
0.46,350,0,56,0.12,42.69,synthetic,0
0.54,0,400,56,0.16,18.17,synthetic,1
0.5,500,0,56,0.04,48.93,synthetic,0
0.35,500,0,28,0.05,53.02,synthetic,0
0.35,350,0,28,0.0,57.52,synthetic,0
0.37,0,500,56,0.11,20.1,synthetic,1
0.47,0,400,56,0.19,52.79,synthetic,1
0.35,350,0,28,0.18,40.57,synthetic,0
0.54,350,0,28,0.07,24.05,synthetic,0
0.44,350,0,56,0.03,35.66,synthetic,0
0.35,500,0,7,0.07,24.91,synthetic,0
0.53,500,0,7,0.0,63.12,synthetic,0
0.35,0,500,28,0.08,53.71,synthetic,1
0.35,500,0,28,0.12,37.96,synthetic,0
0.35,0,400,56,0.05,17.79,synthetic,1
0.54,350,0,7,0.04,45.77,synthetic,0
0.38,350,0,28,0.03,19.31,synthetic,0
0.35,0,350,28,0.05,22.82,synthetic,1
0.44,400,0,28,0.09,50.28,synthetic,0
0.35,400,0,7,0.14,48.0,synthetic,0
0.5,0,350,7,0.14,47.04,synthetic,1
0.42,0,350,56,0.18,23.27,synthetic,1
0.54,0,500,28,0.08,33.42,synthetic,1
0.35,0,350,56,0.18,44.03,synthetic,1
0.45,500,0,56,0.03,47.68,synthetic,0
0.53,0,400,56,0.05,38.92,synthetic,1
0.35,0,350,7,0.01,32.13,synthetic,1
0.55,0,400,56,0.03,43.86,synthetic,1
0.55,0,400,56,0.17,36.83,synthetic,1
0.5,500,0,28,0.17,53.39,synthetic,0
0.35,500,0,7,0.18,36.31,synthetic,0
0.43,0,350,56,0.06,40.93,synthetic,1
0.35,400,0,7,0.0,42.64,synthetic,0
0.36,0,500,56,0.1,45.26,synthetic,1
0.45,350,0,7,0.1,18.31,synthetic,0
0.35,400,0,7,0.09,48.74,synthetic,0
0.45,0,350,7,0.02,43.86,synthetic,1
0.35,350,0,28,0.16,34.67,synthetic,0
0.36,500,0,56,0.13,46.44,synthetic,0
0.54,0,400,7,0.2,41.15,synthetic,1
0.44,500,0,7,0.08,31.38,synthetic,0
0.52,0,400,56,0.08,46.1,synthetic,1
0.35,500,0,7,0.16,63.12,synthetic,0
0.44,0,400,56,0.03,48.45,synthetic,1
0.36,350,0,7,0.0,23.98,synthetic,0
0.52,350,0,28,0.19,61.01,synthetic,0
0.45,0,500,28,0.11,50.54,synthetic,1
0.45,500,0,56,0.07,31.15,synthetic,0
0.44,350,0,56,0.14,46.89,synthetic,0
0.55,0,400,56,0.0,59.08,synthetic,1
0.52,0,400,7,0.07,52.74,synthetic,1
0.35,500,0,56,0.11,30.16,synthetic,0
0.35,500,0,7,0.05,63.12,synthetic,0
0.39,0,500,7,0.1,15.35,synthetic,1
0.54,0,350,7,0.14,48.6,synthetic,1
0.35,350,0,28,0.04,49.6,synthetic,0
0.37,350,0,56,0.1,38.45,synthetic,0
0.35,400,0,28,0.07,41.03,synthetic,0
0.35,0,350,7,0.01,40.55,synthetic,1
0.47,350,0,28,0.06,52.07,synthetic,0
0.35,0,400,56,0.1,50.46,synthetic,1
0.46,500,0,28,0.06,45.06,synthetic,0
0.45,500,0,56,0.07,44.35,synthetic,0
0.35,400,0,56,0.01,39.04,synthetic,0
0.51,0,350,7,0.04,46.25,synthetic,1
0.55,0,500,7,0.14,37.61,synthetic,1
0.35,400,0,56,0.19,24.65,synthetic,0
0.53,350,0,28,0.0,21.33,synthetic,0
0.5,0,500,56,0.0,48.09,synthetic,1
0.53,0,350,7,0.01,15.78,synthetic,1
0.54,0,400,56,0.05,42.73,synthetic,1
0.52,400,0,56,0.04,45.49,synthetic,0
0.44,0,400,56,0.1,48.44,synthetic,1
0.42,400,0,7,0.06,50.18,synthetic,0
0.35,0,500,28,0.06,15.59,synthetic,1
0.35,500,0,28,0.18,49.46,synthetic,0
0.44,0,500,56,0.07,47.49,synthetic,1
0.44,400,0,28,0.06,44.68,synthetic,0
0.37,0,500,56,0.0,18.22,synthetic,1
0.44,500,0,7,0.1,63.12,synthetic,0
0.44,350,0,56,0.05,30.64,synthetic,0
0.35,0,400,56,0.02,35.74,synthetic,1
0.37,0,500,7,0.11,63.12,synthetic,1
0.35,400,0,28,0.19,63.12,synthetic,0
0.53,0,350,56,0.04,53.68,synthetic,1
0.35,0,500,7,0.03,42.2,synthetic,1
0.52,0,350,56,0.06,28.02,synthetic,1
0.36,0,500,28,0.16,41.09,synthetic,1
0.44,0,350,7,0.09,34.17,synthetic,1
0.46,0,500,56,0.08,28.37,synthetic,1
0.35,350,0,7,0.07,26.12,synthetic,0
0.35,0,400,56,0.04,63.12,synthetic,1
0.35,400,0,28,0.05,28.77,synthetic,0
0.35,0,400,28,0.15,23.64,synthetic,1
0.35,500,0,7,0.0,49.32,synthetic,0
0.55,500,0,28,0.12,49.53,synthetic,0
0.36,400,0,28,0.08,33.8,synthetic,0
0.55,0,400,56,0.13,41.95,synthetic,1
0.44,350,0,56,0.05,63.12,synthetic,0
0.38,500,0,56,0.18,23.73,synthetic,0
0.51,0,500,56,0.05,46.2,synthetic,1
0.35,0,350,7,0.03,33.75,synthetic,1
0.38,500,0,28,0.05,63.12,synthetic,0
0.43,350,0,28,0.12,42.45,synthetic,0
0.51,400,0,56,0.09,51.8,synthetic,0
0.43,0,350,56,0.08,35.66,synthetic,1
0.55,0,400,28,0.16,13.56,synthetic,1
0.35,0,500,56,0.17,49.28,synthetic,1
0.35,0,500,56,0.12,45.92,synthetic,1
0.35,400,0,56,0.0,63.04,synthetic,0
0.35,500,0,28,0.07,21.78,synthetic,0
0.43,0,400,7,0.16,42.79,synthetic,1
0.45,0,500,56,0.07,40.56,synthetic,1
0.55,0,350,7,0.07,61.39,synthetic,1
0.35,0,350,7,0.1,63.12,synthetic,1
0.45,350,0,28,0.11,63.12,synthetic,0
0.55,0,400,28,0.07,48.45,synthetic,1
0.43,0,350,28,0.03,39.75,synthetic,1
0.53,0,400,56,0.11,26.07,synthetic,1
0.35,0,350,28,0.11,46.65,synthetic,1
0.53,350,0,28,0.04,40.54,synthetic,0
0.35,350,0,7,0.19,42.33,synthetic,0
0.35,0,400,28,0.18,45.63,synthetic,1
0.35,500,0,56,0.01,63.12,synthetic,0
0.35,400,0,28,0.06,33.74,synthetic,0
0.51,0,500,56,0.13,44.62,synthetic,1
0.5,0,350,28,0.04,63.12,synthetic,1
0.36,0,350,56,0.16,38.2,synthetic,1
0.54,400,0,7,0.2,29.87,synthetic,0
0.35,500,0,7,0.13,39.74,synthetic,0
0.35,400,0,7,0.17,37.74,synthetic,0
0.55,350,0,28,0.18,41.79,synthetic,0
0.52,0,400,7,0.15,23.24,synthetic,1
0.51,0,350,28,0.0,37.87,synthetic,1
0.46,350,0,28,0.15,55.5,synthetic,0
0.46,0,400,56,0.2,61.16,synthetic,1
0.47,400,0,7,0.14,32.86,synthetic,0
0.44,0,400,7,0.07,59.22,synthetic,1
0.51,350,0,56,0.2,45.9,synthetic,0
0.35,350,0,28,0.08,55.62,synthetic,0
0.53,0,400,7,0.0,37.99,synthetic,1
0.35,500,0,7,0.07,22.04,synthetic,0
0.35,350,0,7,0.07,42.74,synthetic,0
0.35,0,350,28,0.11,47.11,synthetic,1
0.35,0,350,28,0.11,39.43,synthetic,1
0.45,500,0,7,0.13,63.12,synthetic,0
0.55,500,0,56,0.09,19.58,synthetic,0
0.46,350,0,7,0.11,24.98,synthetic,0
0.35,0,500,56,0.1,33.31,synthetic,1
0.35,0,500,7,0.06,42.05,synthetic,1
0.37,350,0,56,0.07,48.05,synthetic,0
0.52,0,500,7,0.15,19.01,synthetic,1
0.44,500,0,7,0.02,46.52,synthetic,0
0.5,0,400,7,0.1,45.6,synthetic,1
0.52,0,350,7,0.04,17.69,synthetic,1
0.54,400,0,7,0.09,55.54,synthetic,0
0.35,500,0,7,0.11,36.07,synthetic,0
0.35,0,350,56,0.17,51.25,synthetic,1
0.43,0,400,56,0.07,41.32,synthetic,1
0.45,0,400,56,0.2,29.4,synthetic,1
0.35,500,0,56,0.13,27.67,synthetic,0
0.35,400,0,28,0.12,63.12,synthetic,0
0.43,500,0,28,0.04,29.53,synthetic,0
0.35,350,0,28,0.08,30.97,synthetic,0
0.43,0,400,7,0.14,56.79,synthetic,1
0.55,0,400,7,0.04,44.01,synthetic,1
0.51,0,350,7,0.13,52.65,synthetic,1
0.55,400,0,28,0.18,51.91,synthetic,0
0.53,350,0,7,0.1,47.41,synthetic,0
0.35,400,0,56,0.18,47.28,synthetic,0
0.45,350,0,56,0.03,31.92,synthetic,0
0.36,500,0,7,0.13,54.86,synthetic,0
0.45,0,500,7,0.2,29.03,synthetic,1
0.45,0,400,7,0.13,38.6,synthetic,1
0.35,0,400,7,0.02,33.18,synthetic,1
0.55,350,0,28,0.07,48.86,synthetic,0
0.35,0,500,28,0.0,20.35,synthetic,1
0.55,500,0,7,0.03,36.48,synthetic,0
0.35,0,500,28,0.13,34.86,synthetic,1
0.35,500,0,28,0.06,50.7,synthetic,0
0.51,350,0,56,0.13,42.47,synthetic,0
0.35,500,0,7,0.08,33.94,synthetic,0
0.35,0,350,28,0.04,39.81,synthetic,1
0.43,500,0,7,0.11,43.99,synthetic,0
0.35,500,0,56,0.11,27.04,synthetic,0
0.35,350,0,56,0.13,44.04,synthetic,0
0.53,0,350,7,0.06,50.31,synthetic,1
0.35,400,0,7,0.09,17.06,synthetic,0
0.35,0,400,7,0.01,32.72,synthetic,1
0.36,0,350,56,0.08,30.95,synthetic,1
0.35,0,500,56,0.11,45.91,synthetic,1
0.35,0,400,56,0.19,46.16,synthetic,1
0.35,0,500,56,0.06,26.17,synthetic,1
0.35,0,400,28,0.09,63.12,synthetic,1
0.35,400,0,7,0.03,44.74,synthetic,0
0.43,350,0,7,0.0,51.11,synthetic,0
0.35,0,400,56,0.06,45.53,synthetic,1
0.51,0,400,56,0.06,50.63,synthetic,1
0.52,500,0,28,0.01,22.22,synthetic,0
0.52,0,500,28,0.15,63.12,synthetic,1
0.52,0,400,56,0.08,20.32,synthetic,1
0.52,0,350,56,0.11,50.04,synthetic,1
0.37,400,0,56,0.08,60.92,synthetic,0
0.46,0,500,28,0.09,23.46,synthetic,1
0.36,350,0,56,0.15,24.39,synthetic,0
0.35,0,400,7,0.17,40.26,synthetic,1
0.35,500,0,7,0.15,38.84,synthetic,0
0.43,0,400,28,0.13,30.33,synthetic,1
0.52,500,0,28,0.14,63.12,synthetic,0
0.35,400,0,28,0.04,46.51,synthetic,0
0.53,0,500,7,0.13,49.68,synthetic,1
0.35,400,0,28,0.04,44.14,synthetic,0
0.35,350,0,56,0.1,45.23,synthetic,0
0.45,400,0,7,0.1,47.09,synthetic,0
0.36,500,0,28,0.02,35.1,synthetic,0
0.45,400,0,56,0.09,44.34,synthetic,0
0.38,500,0,56,0.0,34.96,synthetic,0
0.43,500,0,56,0.15,54.73,synthetic,0
0.43,500,0,28,0.08,47.73,synthetic,0
0.52,500,0,7,0.12,13.56,synthetic,0
0.44,350,0,7,0.04,26.88,synthetic,0
0.37,0,350,56,0.13,63.12,synthetic,1
0.44,0,500,7,0.0,23.95,synthetic,1
0.44,500,0,7,0.12,46.43,synthetic,0
0.35,0,400,56,0.03,37.85,synthetic,1
0.45,500,0,28,0.05,50.29,synthetic,0
0.35,400,0,7,0.2,44.36,synthetic,0
0.51,0,350,7,0.0,54.5,synthetic,1
0.55,500,0,7,0.11,38.87,synthetic,0
0.55,500,0,28,0.08,30.88,synthetic,0
0.54,400,0,7,0.18,55.66,synthetic,0
0.43,0,400,56,0.14,47.94,synthetic,1
0.35,0,350,28,0.11,45.22,synthetic,1
0.42,500,0,56,0.0,36.48,synthetic,0
0.45,0,400,7,0.07,50.28,synthetic,1
0.54,0,400,56,0.08,46.89,synthetic,1
0.43,400,0,56,0.04,43.45,synthetic,0
0.55,500,0,56,0.18,63.12,synthetic,0
0.35,350,0,28,0.1,46.15,synthetic,0
0.53,500,0,7,0.13,30.34,synthetic,0
0.36,350,0,28,0.2,54.91,synthetic,0
0.52,0,350,7,0.17,19.38,synthetic,1
0.55,400,0,56,0.12,13.56,synthetic,0
0.43,350,0,28,0.12,50.6,synthetic,0
0.42,500,0,7,0.02,42.0,synthetic,0
0.46,400,0,7,0.13,33.57,synthetic,0
0.35,350,0,7,0.01,55.21,synthetic,0
0.53,0,400,28,0.05,34.74,synthetic,1
0.35,350,0,28,0.03,49.25,synthetic,0
0.35,350,0,7,0.18,32.06,synthetic,0
0.52,500,0,7,0.0,27.09,synthetic,0
0.35,500,0,56,0.14,31.7,synthetic,0
0.37,500,0,56,0.03,53.58,synthetic,0
0.52,500,0,7,0.0,20.8,synthetic,0
0.37,350,0,7,0.02,32.62,synthetic,0
0.53,0,400,56,0.16,52.72,synthetic,1
0.35,0,400,56,0.04,34.33,synthetic,1
0.43,500,0,56,0.17,30.66,synthetic,0
0.54,0,400,28,0.0,29.28,synthetic,1
0.53,500,0,28,0.04,32.82,synthetic,0
0.53,0,500,7,0.13,42.87,synthetic,1
0.43,400,0,28,0.0,50.79,synthetic,0
0.43,0,400,28,0.13,13.56,synthetic,1
0.55,0,350,28,0.2,60.6,synthetic,1
0.43,0,500,28,0.14,32.53,synthetic,1
0.42,500,0,7,0.04,51.2,synthetic,0
0.54,500,0,28,0.03,22.87,synthetic,0
0.35,0,350,7,0.13,42.59,synthetic,1
0.35,350,0,7,0.2,63.12,synthetic,0
0.35,0,400,28,0.02,28.23,synthetic,1
0.55,0,400,7,0.05,48.5,synthetic,1
0.46,500,0,28,0.03,38.03,synthetic,0
0.35,400,0,28,0.14,49.76,synthetic,0
0.43,0,400,56,0.11,30.99,synthetic,1
0.44,0,500,28,0.12,47.39,synthetic,1
0.35,500,0,56,0.11,44.54,synthetic,0
0.42,0,500,56,0.0,41.93,synthetic,1
0.54,0,400,56,0.16,31.64,synthetic,1
0.53,0,500,7,0.02,50.84,synthetic,1
0.44,0,500,56,0.09,30.26,synthetic,1
0.43,0,350,28,0.09,45.46,synthetic,1
0.35,500,0,56,0.17,47.5,synthetic,0
0.35,0,350,56,0.03,50.63,synthetic,1
0.38,0,400,7,0.15,22.74,synthetic,1
0.53,0,400,56,0.02,37.16,synthetic,1
0.43,0,500,56,0.07,50.42,synthetic,1
0.55,400,0,7,0.2,46.93,synthetic,0
0.5,500,0,28,0.02,47.97,synthetic,0
0.45,350,0,7,0.13,53.13,synthetic,0
0.35,0,400,7,0.03,33.31,synthetic,1
0.53,0,400,7,0.11,48.58,synthetic,1
0.5,0,400,56,0.2,25.99,synthetic,1
0.52,400,0,56,0.12,51.56,synthetic,0
0.44,350,0,7,0.12,33.12,synthetic,0
0.53,0,350,7,0.05,41.53,synthetic,1
0.42,0,500,56,0.15,47.2,synthetic,1
0.44,0,400,28,0.05,36.48,synthetic,1
0.51,400,0,56,0.02,58.91,synthetic,0
0.5,0,350,28,0.0,50.06,synthetic,1
0.35,400,0,56,0.12,37.14,synthetic,0
0.35,0,400,7,0.13,25.99,synthetic,1
0.55,350,0,28,0.13,38.02,synthetic,0
0.45,500,0,7,0.17,30.69,synthetic,0
0.42,0,350,56,0.2,45.91,synthetic,1
0.55,0,400,56,0.02,42.41,synthetic,1
0.35,0,350,56,0.03,60.17,synthetic,1
0.35,350,0,7,0.1,20.27,synthetic,0
0.52,500,0,7,0.1,37.03,synthetic,0
0.52,0,500,56,0.04,41.7,synthetic,1
